raw_label,normalized_label,count,group_size
"플라스틱 병 1개, 종이 상자 1개","플라스틱 병 1개, 종이 상자 1개",2,1
"플라스틱 병 1개, 플라스틱 컵 1개","플라스틱 병 1개, 플라스틱 컵 1개",1,1
플라스틱 병 1개와 유리 병 1개,플라스틱 병 1개와 유리 병 1개,1,1
플라스틱 병 1개와 캔 1개,플라스틱 병 1개와 캔 1개,1,1
플라스틱 병 1개와 투명한 플라스틱 용기 2개,플라스틱 병 1개와 투명한 플라스틱 용기 2개,1,1
플라스틱 병 2개,플라스틱 병 2개,1,1
"플라스틱 병 2개, 컵 1개","플라스틱 병 2개, 컵 1개",1,1
플라스틱 병 두 개,플라스틱 병 두 개,1,1
플라스틱 병 마개,플라스틱 병 마개,1,1
플라스틱 병 표면에 물방울이 맺혀 있다.,플라스틱 병 표면에 물방울이 맺혀 있다.,1,1
플라스틱 병 하나,플라스틱 병 하나,1,1
플라스틱 병과 금속 캔,플라스틱 병과 금속 캔,1,1
플라스틱 병과 뽁뽁이,플라스틱 병과 뽁뽁이,1,1
플라스틱 병과 용기,플라스틱 병과 용기,5,1
플라스틱 병과 종이팩,플라스틱 병과 종이팩,1,1
플라스틱 병과 캔,플라스틱 병과 캔,1,1
플라스틱 병과 플라스틱 뚜껑,플라스틱 병과 플라스틱 뚜껑,1,1
플라스틱 병과 플라스틱 용기,플라스틱 병과 플라스틱 용기,2,1
플라스틱 병과 플라스틱 컵,플라스틱 병과 플라스틱 컵,5,1
플라스틱 병뚜껑,플라스틱 병뚜껑,1,1
"플라스틱 병은 플라스틱, 종이팩은 종이","플라스틱 병은 플라스틱, 종이팩은 종이",1,1
플라스틱 병이 든 비닐봉지,플라스틱 병이 든 비닐봉지,1,1
플라스틱 보드 마커,플라스틱 보드 마커,1,1
플라스틱 봉지,플라스틱 봉지,5,1
플라스틱 봉지에 싸인 사탕,플라스틱 봉지에 싸인 사탕,1,1
플라스틱 봉지와 금속 포장지,플라스틱 봉지와 금속 포장지,1,1
플라스틱 봉투,플라스틱 봉투,9,1
플라스틱 비닐 포장재,플라스틱 비닐 포장재,2,1
플라스틱 비닐과 종이,플라스틱 비닐과 종이,1,1
플라스틱 빨대 2개,플라스틱 빨대 2개,1,1
플라스틱 빨대와 투명 컵,플라스틱 빨대와 투명 컵,1,1
플라스틱 빨대와 포장지,플라스틱 빨대와 포장지,1,1
플라스틱 상자,플라스틱 상자,1,1
플라스틱 생수병,플라스틱 생수병,1,1
플라스틱 생수병 2개,플라스틱 생수병 2개,1,1
플라스틱 세제 용기,플라스틱 세제 용기,1,1
플라스틱 숟가락과 요구르트 용기,플라스틱 숟가락과 요구르트 용기,1,1
플라스틱 숟가락과 페트병,플라스틱 숟가락과 페트병,1,1
플라스틱 스틱 포장재,플라스틱 스틱 포장재,1,1
플라스틱 스프레이 병 2개,플라스틱 스프레이 병 2개,1,1
플라스틱 약병,플라스틱 약병,1,1
플라스틱 약통,플라스틱 약통,1,1
플라스틱 에어캡(뽁뽁이),플라스틱 에어캡(뽁뽁이),1,1
플라스틱 요구르트 병,플라스틱 요구르트 병,1,1
"플라스틱 용기 1개, 숟가락 1개","플라스틱 용기 1개, 숟가락 1개",1,1
플라스틱 용기 2개,플라스틱 용기 2개,1,1
플라스틱 용기 3개,플라스틱 용기 3개,1,1
플라스틱 용기 두 개 모두,플라스틱 용기 두 개 모두,1,1
플라스틱 용기 뚜껑,플라스틱 용기 뚜껑,1,1
플라스틱 용기 옆,플라스틱 용기 옆,1,1
플라스틱 용기류,플라스틱 용기류,1,1
플라스틱 용기와 뚜껑,플라스틱 용기와 뚜껑,1,1
플라스틱 용기와 뚜껑 모두,플라스틱 용기와 뚜껑 모두,1,1
플라스틱 용기와 병,플라스틱 용기와 병,1,1
플라스틱 용기와 비닐 포장재,플라스틱 용기와 비닐 포장재,1,1
플라스틱 용기와 종이 상자,플라스틱 용기와 종이 상자,1,1
플라스틱 용기와 포장 비닐,플라스틱 용기와 포장 비닐,1,1
플라스틱 용기와 플라스틱 병,플라스틱 용기와 플라스틱 병,1,1
플라스틱 의자,플라스틱 의자,1,1
플라스틱 재질,플라스틱 재질,10,1
플라스틱 재질 용기,플라스틱 재질 용기,1,1
플라스틱 재질의 대야,플라스틱 재질의 대야,1,1
플라스틱 재질의 상자,플라스틱 재질의 상자,1,1
플라스틱 재질의 용기,플라스틱 재질의 용기,1,1
플라스틱 재질의 지퍼백,플라스틱 재질의 지퍼백,1,1
플라스틱 재질의 포장재,플라스틱 재질의 포장재,2,1
플라스틱 재활용,플라스틱 재활용,12,1
플라스틱 재활용품,플라스틱 재활용품,1,1
플라스틱 접시,플라스틱 접시,2,1
플라스틱 젓가락,플라스틱 젓가락,1,1
플라스틱 젓가락 포장재,플라스틱 젓가락 포장재,1,1
플라스틱 조각,플라스틱 조각,1,1
플라스틱 지퍼백 형태의 포장재,플라스틱 지퍼백 형태의 포장재,1,1
플라스틱 집게,플라스틱 집게,1,1
플라스틱 캔디 포장지,플라스틱 캔디 포장지,1,1
"플라스틱 컵 1개, 빨대 1개","플라스틱 컵 1개, 빨대 1개",2,1
플라스틱 컵 1개와 빨대 1개,플라스틱 컵 1개와 빨대 1개,1,1
플라스틱 컵 2개,플라스틱 컵 2개,1,1
"플라스틱 컵 3개, 빨대 4개","플라스틱 컵 3개, 빨대 4개",1,1
플라스틱 컵 뚜껑,플라스틱 컵 뚜껑,4,1
플라스틱 컵 뚜껑과 빨대가 모두 플라스틱 재질이다.,플라스틱 컵 뚜껑과 빨대가 모두 플라스틱 재질이다.,1,1
플라스틱 컵 한 개,플라스틱 컵 한 개,1,1
플라스틱 컵과 금속 캔,플라스틱 컵과 금속 캔,1,1
플라스틱 컵과 뚜껑,플라스틱 컵과 뚜껑,18,1
플라스틱 컵과 빨대,플라스틱 컵과 빨대,53,1
플라스틱 컵과 빨대 모두 재활용이 가능하다.,플라스틱 컵과 빨대 모두 재활용이 가능하다.,1,1
플라스틱 컵과 빨대가 각각 한 개씩 있다.,플라스틱 컵과 빨대가 각각 한 개씩 있다.,1,1
플라스틱 컵과 종이 컵홀더,플라스틱 컵과 종이 컵홀더,3,1
플라스틱 컵과 종이컵,플라스틱 컵과 종이컵,1,1
플라스틱 컵과 종이팩,플라스틱 컵과 종이팩,2,1
플라스틱 컵과 캔,플라스틱 컵과 캔,3,1
플라스틱 컵과 페트병,플라스틱 컵과 페트병,3,1
플라스틱 컵과 플라스틱 뚜껑,플라스틱 컵과 플라스틱 뚜껑,4,1
플라스틱 컵과 플라스틱 뚜껑은 플라스틱 재활용품으로 분류한다.,플라스틱 컵과 플라스틱 뚜껑은 플라스틱 재활용품으로 분류한다.,1,1
플라스틱 컵과 플라스틱 병,플라스틱 컵과 플라스틱 병,1,1
플라스틱 컵과 플라스틱 빨대,플라스틱 컵과 플라스틱 빨대,6,1
플라스틱 컵과 플라스틱 용기,플라스틱 컵과 플라스틱 용기,1,1
플라스틱 컵에 핑크색 라벨이 붙어 있다.,플라스틱 컵에 핑크색 라벨이 붙어 있다.,1,1
"플라스틱 컵에는 빨대가 꽂혀 있고, 컵 겉면에 종이 재질의 띠가 감겨 있다.","플라스틱 컵에는 빨대가 꽂혀 있고, 컵 겉면에 종이 재질의 띠가 감겨 있다.",1,1
"플라스틱 컵은 노란색 빨대와 함께 있으며, 컵 뚜껑도 플라스틱 재질이다.","플라스틱 컵은 노란색 빨대와 함께 있으며, 컵 뚜껑도 플라스틱 재질이다.",1,1
플라스틱 컵은 빨대와 뚜껑이 모두 있다.,플라스틱 컵은 빨대와 뚜껑이 모두 있다.,1,1
플라스틱 통,플라스틱 통,1,1
플라스틱 통과 뚜껑,플라스틱 통과 뚜껑,1,1
플라스틱 투명 용기,플라스틱 투명 용기,1,1
플라스틱 튜브 2개,플라스틱 튜브 2개,1,1
플라스틱 튜브 형태의 치약 용기,플라스틱 튜브 형태의 치약 용기,1,1
플라스틱 튜브와 유리병,플라스틱 튜브와 유리병,1,1
플라스틱 트레이,플라스틱 트레이,1,1
플라스틱 파우치,플라스틱 파우치,2,1
플라스틱 파일 홀더,플라스틱 파일 홀더,1,1
플라스틱 펌프 용기,플라스틱 펌프 용기,2,1
플라스틱 페트병,플라스틱 페트병,2,1
플라스틱 펜,플라스틱 펜,1,1
플라스틱 포장된 물티슈,플라스틱 포장된 물티슈,1,1
플라스틱 포장된 포크,플라스틱 포장된 포크,1,1
플라스틱 포장재 2개,플라스틱 포장재 2개,2,1
플라스틱 포크,플라스틱 포크,2,1
플라스틱 필름,플라스틱 필름,8,1
플라스틱 핸드크림 튜브,플라스틱 핸드크림 튜브,1,1
플라스틱 휴지통,플라스틱 휴지통,1,1
"플라스틱, 재활용 플라스틱","플라스틱, 재활용 플라스틱",1,1
플라스틱과 금속,플라스틱과 금속,7,1
플라스틱과 금속이 혼합된 재질,플라스틱과 금속이 혼합된 재질,1,1
플라스틱과 비닐류,플라스틱과 비닐류,1,1
플라스틱과 알루미늄,플라스틱과 알루미늄,1,1
플라스틱과 유리,플라스틱과 유리,1,1
플라스틱과 종이,플라스틱과 종이,2,1
플라스틱 뚜껑,플라스틱뚜껑,8,1
플라스틱류,플라스틱류,1,1
플라스틱 빨대,플라스틱빨대,15,1
플라스틱 용기,플라스틱용기,26,1
플라스틱 컵,플라스틱컵,73,1
플라스틱 포장재,플라스틱포장재,13,1
플라스틱 포장지,플라스틱포장지,13,1
피스타치오,피스타치오,1,1
피자 상자,피자 상자,3,1
핑크색 뚜껑이 있는 컵,핑크색 뚜껑이 있는 컵,1,1
핑크색 빨대컵,핑크색 빨대컵,1,1
하나는 찌그러지고 하나는 멀쩡하다.,하나는 찌그러지고 하나는 멀쩡하다.,1,1
하비스트 쿠키 상자,하비스트 쿠키 상자,1,1
하얀 비닐봉지,하얀 비닐봉지,1,1
하얀 종이 상자,하얀 종이 상자,1,1
하얀 컵 옆 탁자 위,하얀 컵 옆 탁자 위,1,1
하얀 플라스틱 병과 투명 플라스틱 포장재,하얀 플라스틱 병과 투명 플라스틱 포장재,1,1
하얀 플라스틱 용기,하얀 플라스틱 용기,1,1
하얀색 뚜껑이 있는 약병 용기,하얀색 뚜껑이 있는 약병 용기,1,1
하얀색 사각 용기,하얀색 사각 용기,1,1
하얀색 상자,하얀색 상자,1,1
하얀색 용기와 박스 형태의 용기들,하얀색 용기와 박스 형태의 용기들,1,1
하얀색 종이봉투,하얀색 종이봉투,1,1
하얀색 종이컵,하얀색 종이컵,1,1
하얀색 코코호도 상자,하얀색 코코호도 상자,1,1
하얀색 플라스틱 포장지,하얀색 플라스틱 포장지,1,1
형광등,형광등,1,1
호퍼스 영화 포스터가 붙은 원통형 용기,호퍼스 영화 포스터가 붙은 원통형 용기,1,1
화분 옆 작은 투명 플라스틱 병,화분 옆 작은 투명 플라스틱 병,1,1
화분 오른쪽 바닥에 있다,화분 오른쪽 바닥에 있다,1,1
화장품 토너 병,화장품 토너 병,1,1
환타,환타,1,1
회색,회색,1,1
휴지심,휴지심,1,1
흰색,흰색,14,1
"흰색 3개, 녹색 5개","흰색 3개, 녹색 5개",1,1
흰색 뚜껑이 있는 둥근 용기,흰색 뚜껑이 있는 둥근 용기,1,1
흰색 바구니,흰색 바구니,1,1
흰색 박스,흰색 박스,1,1
흰색 발포 폴리스티렌 용기,흰색 발포 폴리스티렌 용기,1,1
흰색 벽 앞,흰색 벽 앞,1,1
흰색 분리수거함,흰색 분리수거함,1,1
흰색 상자,흰색 상자,2,1
흰색 서랍장 위의 파란색 서류꽂이,흰색 서랍장 위의 파란색 서류꽂이,1,1
흰색 손잡이가 달린 용기,흰색 손잡이가 달린 용기,2,1
흰색 슬리퍼,흰색 슬리퍼,1,1
흰색 약병 용기,흰색 약병 용기,1,1
흰색 음료 컵 뚜껑,흰색 음료 컵 뚜껑,1,1
흰색 접이식 휴대폰 거치대,흰색 접이식 휴대폰 거치대,1,1
흰색 종이 상자,흰색 종이 상자,2,1
흰색 종이봉투,흰색 종이봉투,1,1
흰색 컵은 종이 재질이다.,흰색 컵은 종이 재질이다.,1,1
흰색 튜브형 용기,흰색 튜브형 용기,1,1
흰색 플라스틱 양동이,흰색 플라스틱 양동이,1,1
흰색 플라스틱 용기,흰색 플라스틱 용기,5,1
흰색 플라스틱 쟁반,흰색 플라스틱 쟁반,1,1
흰색 플라스틱 컵,흰색 플라스틱 컵,1,1
흰색 플라스틱 통,흰색 플라스틱 통,1,1
흰색과 검은색,흰색과 검은색,1,1
흰색과 분홍색,흰색과 분홍색,1,1
흰색과 주황색의 종이 용기,흰색과 주황색의 종이 용기,1,1
흰색과 초록색,흰색과 초록색,1,1
